4,5.1.2, Different types of network                                             ,Gpc6ygOmFXk,Types of networks
4,5.1.3, Understand wired and wireless connectivity                             ,BYQHw3-zh0I,Wired and wireless networks and performance
4,5.1.4, Network speeds are measured in Mbps. Gbps                              ,ogYkyqce7V4,Network speeds
4,5.1.5, Understand the role of protocols                                       ,W8IfrXeKKzc,Common protocols
4,5.1.5, Understand the role of protocols                                       ,a_H12Cq5BCs,TCP/IP protocol model
4,5.1.6,4 layer network model                                                  ,S6Kwx5ZJpxg,The concept of layers
4,5.1.7,Topologies                                                             ,OxOPNMddAhw,Network topologies
4,5.1.7,Topologies                                                             ,PR51Iu3DC88,Star and mesh networks
4,5.1.8,Different communication standards (3G. 4G. etc)                        ,bGxhPG3H5BQ,Evolution of Mobile Standards
4,5.2,Network security                                                       ,,
4,5.2.1,Undersstand the importance of Network Security                         ,6pQujBe-q-Y,Importance of network security
4,5.2.2,Understand security issues assoc with cloud                            ,b1tXebPtMGg,Cloud storage
4,5.2.3,Understand different forms of attack                                   ,jlvvek8n5g8,Threats to networks
4,5.2.4,Understand methods of identifying vulnerablities                       ,BtL0QKrpIes,Ways of identifying network vulnerabilities
4,5.2.5,Understand how to protect from cyber attacks                           ,L--DKmcINeQ,Methods of protecting networks
4,5.3,The internet and the world wide web                                    ,,
4,5.3.1,Understand internet                                                    ,aMhIeEnrOWI,How the internet is structured
4,5.3.2,Understand www                                                         ,re7mZQa92_g,Difference between the internet and the world wide
4,5.3.3,Undertsand iP addressing                                               ,AFBdc6SA854,How web pages are located
4,5.3.3,Undertsand iP addressing                                               ,p9D0Ca3VNpM,IP and MAC addressing
4,5.3.4,Understand network components used to access internet                  ,0VZz19fBOUQ,LAN hardware
